name,protein,fat,carbohydrates,sugar,sodium,calories,class,,
Tuna Melt,14.0,10.0,31.0,6.0,810.0,270.0,1,,
Tuna Noodle Casserole,23.0,8.0,28.0,0.0,651.0,300.0,1,,
Tuna Salad,14.0,26.0,5.0,1.0,580.0,310.0,1,,
Tuna Salad,13.0,6.5,3.0,2.0,280.0,120.0,1,,
Tuna Fish,13.0,1.0,0.0,0.0,140.0,60.0,1,,
Tuna Salad,5.0,7.0,9.0,3.0,280.0,120.0,1,,
Tuna Salad Sandwich,14.8,7.2,35.5,2.1,667.0,267.0,1,,
Tuna,15.0,1.0,0.0,0.0,190.0,70.0,1,,
Hickory Smoked Tuna,19.0,3.5,0.0,0.0,360.0,110.0,1,,
Tuna Pack,18.0,0.5,1.0,0.0,300.0,80.0,1,,
Tuna Nicoise Salad,35.8402,10.367,24.0731,5.0971,714.482,319.035,1,,
Chunk White Tuna,12.0,1.5,0.0,0.0,180.0,60.0,1,,
Tuna Wrap,27.0,32.0,16.0,1.0,1310.0,440.0,1,,
"Tuna, Canned",10.0,1.0,1.0,0.0,180.0,50.0,1,,
Canned Tuna,13.0,1.0,0.0,0.0,140.0,60.0,1,,
Tuna Chopped Salad,15.0,24.0,10.0,4.0,400.0,310.0,1,,
6 Inch Tuna,20.0,25.0,44.0,6.0,600.0,480.0,1,,
Tuna Melt,13.0,17.0,29.0,2.0,740.0,320.0,1,,
Kroger Light Tuna,13.0,0.5,0.0,0.0,180.0,60.0,1,,
"Grilled Tuna, Fillet",33.1,5.9,0.0,0.0,52.0,194.0,1,,
Tuna in Oil,10.0,4.0,0.5,0.0,170.0,80.0,1,,
Ahi Tuna,26.0,1.0,0.0,0.0,40.0,120.0,1,,
Raw Tuna,6.6,1.4,0.0,0.0,0.0,30.0,1,,
Tuna,16.0,1.0,0.0,0.0,240.0,70.0,1,,
Tuna Burrito,17.0,9.0,37.0,0.0,0.0,303.0,1,,
Tuna,13.0,1.0,0.0,0.0,180.0,60.0,1,,
Avocado Tuna Salad,15.0,7.0,8.0,2.0,320.0,146.0,1,,
Tuna Melt,18.0,7.0,17.0,1.0,497.0,209.0,1,,
Ahi Tuna,28.0,0.5,0.0,0.0,50.0,120.0,1,,
Tuna Pouch,16.0,1.0,0.0,0.0,240.0,70.0,1,,
Tuna Sashimi,6.63,0.27,0.0,0.0,10.0,31.0,1,,
Tuna,15.0,0.4,0.0,0.0,190.0,60.0,1,,
Tuna,15.0,0.5,0.0,0.0,150.0,60.0,1,,
Tuna Sandwich,17.0,7.0,35.0,4.0,690.0,280.0,1,,
Albacore Tuna,13.0,2.0,0.0,0.0,190.0,70.0,1,,
Tuna Cassarole,21.7,12.5,30.9,0.0,994.0,323.0,1,,
Light Tuna,16.0,1.0,0.0,0.0,240.0,70.0,1,,
Wild Albacore Tuna,14.0,4.0,0.0,0.0,45.0,90.0,1,,
Tuna Fish Sandwich,26.0,3.5,0.0,0.0,620.0,1100.0,1,,
Bluefin,30.0,11.0,0.0,0.0,50.0,325.0,1,,
Tuna Light,10.0,0.5,1.0,0.0,180.0,50.0,1,,
Tuna,18.63,3.95,0.0,0.0,10.0,113.0,1,,
Flaked Light Tuna,15.0,0.5,0.0,0.0,180.0,60.0,1,,
tuna poke,25.0,1.5,4.0,0.0,0.0,140.0,1,,
Albacore Tuna,13.0,1.0,0.0,0.0,140.0,60.0,1,,
Tuna Salad,7.0,18.0,7.0,4.0,320.0,220.0,1,,
Tuna,13.0,0.0,0.0,0.0,140.0,60.0,1,,
Tuna in Water,10.0,1.0,1.0,0.0,180.0,50.0,1,,
Tuna,15.0,8.0,30.0,2.0,720.0,250.0,1,,
Sesame Tuna Salad,17.0,16.0,2.0,2.0,353.0,228.0,1,,
Can of Tuna,13.0,0.5,0.0,0.0,280.0,60.0,1,,
Tinned,16.0,1.0,0.0,0.0,170.0,70.0,1,,
Tuna,16.0,7.0,0.0,0.0,280.0,130.0,1,,
Mcd Nugets,2.3,2.3,3.3,0.0,0.0,42.0,2,,
Nugets,14.0,19.0,26.0,0.0,887.0,330.0,2,,
Chicken Nugets,9.0,12.0,12.0,0.0,360.0,190.0,2,,
Chicken Nugets,12.0,13.0,14.0,0.0,480.0,230.0,2,,
Chicken Nugets,9.0,15.0,12.0,0.0,590.0,220.0,2,,
Homemade Chicken Nugets ,0.0,120.0,19.0,1.0,600.0,110.0,2,,
Chicken Nugets,9.0,70.0,13.0,0.0,430.0,150.0,2,,
nugets pollo,16.3,0.0,0.0,0.0,0.0,95.0,2,,
Spicy Chicken Nugets 4 Piece,10.0,23.0,14.0,1.0,710.0,310.0,2,,
Breast Nugets,13.0,9.0,9.0,0.0,360.0,160.0,2,,
6 Nugets,14.0,9.5,16.0,2.0,490.0,280.0,2,,
"Grilled Nugets, 6 Piece",19.0,2.5,2.0,0.0,330.0,110.0,2,,
patitas,18.0,11.0,22.0,0.0,536.0,263.0,2,,
Chicken Nugets,0.0,0.0,0.0,0.0,0.0,230.0,2,,
Chicken Nugets,16.0,7.0,17.0,1.0,450.0,200.0,2,,
nugets de pollo,20.0,20.0,17.0,0.0,506.0,322.0,2,,
chicken nugets,16.0,9.0,14.0,0.0,0.0,196.0,2,,
Iced Caffe Latte - Tall - Nonfat milk,6.0,0.0,10.0,9.0,80.0,70.0,2,,
Jammers - Juice Drink - Grape,0.0,0.0,25.0,25.0,25.0,100.0,2,,
Nutty Nugets Cereal,7.0,10.0,46.0,4.0,320.0,220.0,2,,
Tazo Tea - Grande,0.0,0.0,0.0,0.0,0.0,0.0,2,,
Mini Gemüse Nugets,10.0,14.0,13.0,0.0,0.0,222.0,2,,
Cheese Fries- Regular,5.0,12.4,31.0,0.0,380.0,242.0,2,,
Roasted Veggie Wrap,6.0,12.0,60.0,4.0,500.0,340.0,2,,
"Vegetable Stir Fry - Cabbage, Bean Sprouts, Zucchini, Carrots",3.2,3.3,14.1,4.5,160.0,90.0,2,,
Chocolate Covered Pretzels-Dark Chocolate,2.0,7.0,19.0,8.0,130.0,130.0,2,,
Mini Pigs In A Blanket,7.0,20.0,17.0,0.0,430.0,280.0,2,,
Grilled Chicken Sandwich - Bronzed,45.0,4.0,51.0,11.0,1575.0,420.0,2,,
Salad Spritzers Ranch Vinaigrette Dressing,0.0,1.0,1.0,1.0,65.0,15.0,2,,
Crusty Bun,3.0,0.5,22.0,0.0,230.0,110.0,2,,
Good Old Fashioned Bread,2.0,1.0,15.0,2.0,140.0,70.0,2,,
Smoked Turkey Bacon,2.0,3.0,0.0,0.0,140.0,35.0,2,,
Deep Fried Brie,0.0,17.1,0.0,0.0,0.0,256.0,2,,
Springrolls Vegetable,2.0,0.0,14.0,1.0,230.0,70.0,2,,
Fried Won Ton Skin With Cheese,2.87,2.52,4.72,0.15,111.0,90.0,2,,
Fried Kway Teow,8.3,7.9,112.0,0.0,735.0,558.0,2,,
Parmesan Crusted Shake N Bake,1.0,0.5,7.0,0.0,290.0,35.0,2,,
Whole Wheat Spiral Pasta,5.0,0.0,20.0,0.0,0.0,105.0,2,,
Mexican Bolio Roll,14.15,2.49,83.73,0.0,497.9,422.51,2,,
Small Tortilla Wraps -100% Whole Grain,3.0,1.5,16.0,0.0,180.0,80.0,2,,
Cheese & Salami With Crackers,2.0,3.0,59.0,44.0,250.0,270.0,2,,
Okra Curry,2.0,1.0,10.0,0.0,0.0,46.0,2,,
Chewy Flavoured Sweets,0.0,0.0,0.0,1.5,0.0,15.0,2,,
Grilled Barbeque Chicken,80.0,34.0,2.0,0.0,1188.0,655.0,2,,
Low Fat Greek Yoghurt,3.0,1.4,4.1,0.0,0.05,40.0,2,,
Pineapple,0.0,0.0,48.0,48.0,50.0,180.0,2,,
Chicken Noodle Soup,13.0,3.5,44.5,0.5,438.1,264.3,2,,
Tomato & Cheese Quiche,10.8,25.6,37.1,5.4,0.31,427.0,2,,
Sliced Lite Muenster Cheese,9.0,4.5,1.0,0.0,120.0,80.0,2,,
Pumpkin Square,1.4,5.5,21.8,15.6,93.0,139.0,2,,
Chess Square,3.2,17.3,37.0,0.0,260.0,313.0,2,,
Salary,1.0,0.0,5.0,0.0,100.0,20.0,2,,
Gräddfil,3.0,12.0,4.5,0.0,0.0,140.0,2,,
Pocky - Strawberry (47g),4.0,9.0,33.0,0.0,0.0,230.0,2,,
Medium Hand Tossed Mushroom,10.0,8.0,26.0,3.0,560.0,220.0,2,,
Salt Beef Bagel,30.2,7.7,62.8,8.6,540.0,411.0,2,,
Candy Cane,0.0,0.0,12.0,9.0,55.0,50.0,2,,
 Apple-Pear Crumble Pie,3.0,18.0,39.0,23.0,230.0,320.0,2,,
Shrimp Salad Sandwich,0.0,0.0,0.0,0.0,0.0,250.0,2,,
Aardbeienjam,0.06,0.0,9.45,7.6,0.0,36.0,2,,
Raspberry Creamy Australian Style Lowfat Yogurt,7.0,2.5,23.0,19.0,75.0,140.0,2,,
 Saugage,14.0,6.0,0.0,0.0,570.0,86.0,2,,
 Soft Pretzel With Cheese,14.0,7.0,85.0,0.0,1192.0,453.0,2,,
Whole Wheat Raisin Bread,3.0,0.0,18.0,0.0,65.0,80.0,2,,
Lemon and Ricotta Cheesecake,0.0,22.1,23.4,0.0,0.0,315.0,2,,
"Roasted Brocolli With Olive Oil, Garlic, and Onion",0.0,0.0,0.0,0.0,0.0,75.0,2,,
3 Cheese Bread,14.7,13.7,47.1,0.0,384.0,370.0,2,,
Margarita Pizza,45.0,36.0,135.0,12.0,2490.0,1050.0,2,,
Wheatberries & Giant Couscous With Butternut Squash Salad (220g),7.92,6.82,49.72,10.78,374.0,297.0,2,,
Creamy Polenta With Sauteed Vegetables,13.0,2.0,51.0,0.0,605.0,227.0,2,,
Orange Muffin,0.0,11.9,0.0,0.0,0.0,243.0,2,,
Pepperjack Cheese (1 Slice),7.0,9.0,0.0,0.0,180.0,110.0,2,,
Ringos,0.0,0.0,0.0,0.0,0.0,130.0,2,,
Walnut Crunch Donut,4.0,23.0,35.0,19.0,320.0,360.0,2,,
Orange Cranberry Muffin,2.0,9.0,17.0,15.0,210.0,220.0,2,,
Salad Roll (Wholemeal Bread),13.0,4.0,64.0,7.0,844.0,250.0,2,,
Mini Whole Wheat Pita Bread,6.0,1.5,21.0,3.0,210.0,110.0,2,,
Vitamin D 400 Iu,0.0,0.0,0.0,0.0,0.0,0.0,2,,
Buttered Noodles With Seasoning and Parmesan Cheese,17.0,8.0,42.0,0.0,790.0,460.0,2,,
Sweet Cherry Peppers,1.0,0.5,2.0,1.0,340.0,15.0,2,,
Arrow-Root Cookies,2.0,5.0,24.0,5.0,140.0,150.0,2,,
Zucchini Pound Cake,5.0,19.0,47.0,27.0,250.0,370.0,2,,
Egg Roll,0.0,2.0,14.0,2.5,680.0,70.0,2,,
Tomatensoep Met Balletjes En Vermicelli,0.0,0.0,0.0,0.0,0.0,95.0,2,,
Friend Vegetable Lumpia,6.0,4.0,13.0,1.0,300.0,110.0,2,,
Kj Persimmon 1=500kj ,0.97,0.32,31.26,12.53,1.0,118.0,2,,
Chicken Flautas,9.6,11.4,11.6,0.2,155.0,186.0,2,,
Mini Vanilla Cupcakes,0.0,0.0,0.0,0.0,0.0,105.0,2,,
Roast Chicken Salad Baguette,26.2,12.7,54.8,0.0,0.67,438.0,2,,
Country Seed Bread (Allrecipes.Com),2.0,4.1,23.2,2.6,118.0,140.0,2,,
Xtra Lrg Egg,7.0,5.0,1.0,0.0,65.0,80.0,2,,
nugets,14.74,8.55,19.03,0.0,0.0,161.96,2,,
" 6"" Veggie on Wheat W/Swiss and Red Wine Vinegar",0.0,0.0,0.0,0.0,820.0,320.0,2,,
Ice Punch,0.0,0.0,22.0,22.0,160.0,80.0,2,,
Red Vermouth,0.0,0.0,0.0,0.0,0.0,40.0,2,,
Cherry/Vanilla Dr. Pepper,0.0,0.0,71.0,71.0,82.0,246.0,2,,
Kettle Cooked Dill Pickle Chips,3.0,15.0,30.0,0.0,240.0,260.0,2,,
Chocolate Covered Hazelnuts,3.0,20.0,15.0,10.0,0.0,240.0,2,,
Troegenator Doublebock Beer,2.0,0.0,20.0,3.0,0.0,250.0,2,,
Plain Chicken Fingers,19.0,7.0,18.0,0.0,430.0,210.0,2,,
Cola,0.0,0.0,10.6,10.6,0.0,42.0,2,,
Cola,0.0,0.0,41.0,41.0,30.0,150.0,2,,
Cola,0.0,0.0,38.0,38.0,65.0,140.0,2,,
Zero Calorie Cola,0.0,0.0,0.0,0.0,40.0,0.0,2,,
Cola,0.0,0.0,43.0,42.0,40.0,160.0,2,,
Cola,0.0,0.0,33.0,33.0,40.0,130.0,2,,
Gaseosa Cola,0.0,0.0,22.0,22.0,12.0,84.0,2,,
Coca Cola,0.0,0.0,39.0,39.0,85.0,150.0,2,,
Refresco Cola,0.0,0.0,10.5,10.5,10.0,42.0,2,,
Mini,0.0,0.0,25.0,25.0,30.0,90.0,2,,
Sprite,0.0,0.0,38.0,38.0,65.0,140.0,2,,
Cola,0.0,0.0,9.0,9.0,35.0,35.0,2,,
Happy Cola,3.0,0.0,29.0,17.0,0.0,130.0,2,,
Mexican,0.0,0.0,39.0,39.0,85.0,150.0,2,,
Cola,0.01,0.0,5.12,0.0,0.0,21.0,2,,
Coca Cola Zero,0.0,0.0,0.0,0.0,0.0,1.0,2,,
Cola Normal,0.0,0.0,35.0,35.0,0.0,139.0,2,,
Cola Classica,0.0,0.0,27.0,27.0,0.0,105.0,2,,
Cola,0.0,0.0,44.0,44.0,35.0,160.0,2,,
Coca Cola Light,0.0,0.0,0.0,0.0,36.0,0.0,2,,
Coca Cola Lata,0.0,0.0,37.0,37.0,0.0,139.0,2,,
Coka Cola,0.0,0.0,10.0,10.0,0.0,42.0,2,,
Cola,0.0,0.0,41.0,41.0,35.0,150.0,2,,
Coca-Cola Soda,0.0,0.0,30.0,30.0,30.0,110.0,2,,
Mini Coke,0.0,0.0,25.0,25.0,30.0,90.0,2,,
7.5 Oz,0.0,0.0,25.0,25.0,30.0,90.0,2,,
Cola,0.0,0.0,10.6,10.6,0.0,42.0,2,,
"""Life"" cola, 500ml",0.0,0.0,34.0,34.0,0.0,136.0,2,,
Refresco Coca Cola,0.0,0.0,42.0,42.0,26.0,170.0,2,,
Mexican Coke,0.0,0.0,39.0,39.0,85.0,150.0,2,,
Cola Zero,0.0,0.0,0.0,0.0,2.0,3.0,2,,
Cola,0.0,0.0,69.0,69.0,55.0,250.0,2,,
Coca Cola Medium,0.0,0.0,42.0,42.0,0.1,170.0,2,,
Red Bull Cola,0.1,0.1,8.8,8.8,0.0,38.0,2,,
Happy Cola (Cola Flaschen),6.9,0.1,77.4,45.4,0.0,343.0,2,,
Cola (Glas),0.0,0.0,27.0,27.0,0.0,105.0,2,,
Regular Coca Cola Can,0.0,0.0,35.0,35.0,0.0,139.0,2,,
Gaseosa,0.0,0.0,0.0,0.0,18.0,0.0,2,,
Coca Cola Light,0.0,0.0,0.0,0.0,66.0,0.66,2,,
Cola,0.0,0.0,11.0,11.0,0.0,45.0,2,,
Diet Cola,0.0,0.0,0.0,0.0,25.0,0.0,2,,
Can of Coca Cola,0.0,0.0,39.0,39.0,45.0,140.0,2,,
"Coca Cola 0,33l (AT) ",0.0,0.0,35.0,35.0,0.0,139.0,2,,
Gaseosa Cola,0.0,0.0,22.0,22.0,12.0,84.0,2,,
Cherry Coca-Cola,0.0,0.0,42.0,42.0,35.0,150.0,2,,
Coca-Cola Classic (Small),0.0,0.0,40.0,40.0,10.0,150.0,2,,
Cola Boks,0.0,0.0,35.0,35.0,0.0,139.0,2,,
Soda,0.0,0.0,43.0,42.0,40.0,160.0,2,,
Cola,0.0,0.0,0.0,28.0,0.0,110.0,2,,
Inca Cola,0.0,0.0,39.0,39.0,45.0,140.0,2,,
Cola,0.0,0.0,7.8,7.8,0.0,78.0,2,,
"Cola; Coke Zero, 16.9 oz Bottle",0.0,0.0,0.0,0.0,60.0,0.0,2,,
Cola,0.0,0.0,36.0,36.0,40.0,150.0,2,,
Glas ,0.0,0.0,27.0,27.0,0.0,105.0,2,,
Cola,0.0,0.0,41.0,41.0,30.0,150.0,2,,
Coca-cola Zero (Garrafinha 200ml),0.0,0.0,0.0,0.0,28.0,0.0,2,,
Cola,0.0,0.0,22.0,22.0,30.0,90.0,2,,
"Coca Cola, 330ml",0.0,0.0,35.0,35.0,0.0,139.0,2,,
Coke Zero - 20oz,0.0,0.0,0.0,0.0,70.0,0.0,2,,
1893 Original Cola,0.0,0.0,40.0,39.0,0.0,150.0,2,,
"Soda, Diet",0.0,0.0,0.0,0.0,40.0,0.0,2,,
Cola,0.0,0.0,11.0,11.0,0.0,42.0,2,,
cola,0.0,0.0,0.0,0.0,0.0,0.238846,2,,
Diet Dr Pepper,0.0,0.0,0.0,0.0,55.0,0.0,2,,
20 Oz Bottle,0.0,0.0,65.0,65.0,75.0,240.0,2,,
Coca Cola 350ml,0.0,0.0,0.0,37.0,18.0,149.0,2,,
Diet Cola,0.1,0.0,0.2,0.1,45.0,0.0,2,,
Can of Coca-cola,0.0,0.0,35.0,35.0,0.0,139.0,2,,
Coke,0.0,0.0,25.0,25.0,30.0,90.0,2,,
Coca-cola (20 Fl Oz),0.0,0.0,64.9,64.9,75.0,233.0,2,,
Recular,0.0,0.0,11.0,11.0,2.0,44.0,2,,
Soda,0.0,0.0,26.0,26.0,30.0,100.0,2,,
Cola 500ml,0.0,0.0,53.0,53.0,70.0,210.0,2,,
Coca-cola,0.0,0.0,49.0,55.0,40.0,180.0,2,,
Coca-Cola Medium,0.0,0.0,66.0,66.0,5.0,240.0,2,,
Lattina,0.0,0.0,35.0,35.0,0.0,139.0,2,,
Mello Yello,0.0,0.0,78.0,78.0,75.0,290.0,2,,
Coca Cola (Lata 350ml),0.0,0.0,37.0,37.0,18.0,149.0,2,,
Diet Coca Cola,0.2,0.0,0.4,0.0,56.0,1.33843,2,,
Southern Comfort & Cola,0.0,0.0,36.0,0.0,0.0,250.0,2,,
20 Bottle,0.0,0.0,65.0,65.0,75.0,240.0,2,,
Cola Cao Turbo,0.0,1.0,22.0,0.0,0.0,100.0,2,,
Coca-cola Zero (Garrafinha 250ml),0.0,0.0,0.0,0.0,35.0,0.0,2,,
Soda,0.0,0.0,41.0,41.0,35.0,150.0,2,,
Inka Cola,0.0,0.0,26.0,26.0,30.0,100.0,2,,
*beverage*,0.0,0.0,39.0,39.0,45.0,140.0,2,,
Coca Cola (Garrafinha 200ml),0.0,0.0,21.0,21.0,10.0,85.0,2,,
Coca-cola Zero®,0.0,0.0,0.0,0.0,27.0,1.0,2,,
Cola Cao Original Jsv,6.8,2.4,78.0,70.0,140.0,376.0,2,,
"Dose 0, 33 �",0.0,0.0,35.0,35.0,0.0,139.0,2,,
330 Ml Can,0.0,0.0,35.0,35.0,0.0,139.0,2,,
Glass Bottle,0.0,0.0,39.0,39.0,85.0,150.0,2,,
Light Cola,0.1,0.0,0.0,0.0,25.0,0.0,2,,
Coca Cola - Zero Koffeinfrei,0.0,0.0,0.0,0.0,10.0,0.3,2,,
Sprite,0.0,0.0,9.1,9.1,0.0,37.0,2,,
Cola,0.0,0.0,10.4,10.4,0.0,42.0,2,,
355ml,0.0,0.0,42.0,41.0,15.0,150.0,2,,
Soda,0.0,0.0,33.0,33.0,40.0,130.0,2,,
Sprite.,0.0,0.0,0.0,0.0,30.0,0.0,2,,
Cucumber,0.65,0.11,3.63,1.67,2.0,15.0,0,,
Large Cucumber,1.65,0.45,6.0,4.0,6.0,34.0,0,,
Cucumber,0.93,0.25,3.41,2.18,3.0,19.0,0,,
Cucumber,0.3,0.0,1.9,0.9,1.0,8.0,0,,
Cucumber,0.0,0.0,1.9,0.0,1.0,8.0,0,,
Cucumber,0.8,0.2,2.9,1.8,3.0,16.0,0,,
Cucumber,0.0,0.0,2.0,1.0,1.0,8.0,0,,
Cucumber,0.6,0.1,3.6,1.7,2.0,16.0,0,,
Cucumber,0.0,0.0,2.0,1.0,1.0,8.0,0,,
"Cucumber, peeled, raw",0.59,0.16,2.16,1.38,2.0,12.0,0,,
Cucumber,0.3,0.1,1.9,0.9,1.0,8.0,0,,
Cucumber Salad,0.3991,0.0675,4.5559,3.3484,65.2443,19.2093,0,,
Cucumber 50g,0.4,0.0,1.8,0.8,1.0,8.0,0,,
Cucumber,1.0,0.0,2.0,2.0,0.0,15.0,0,,
"Pickles, cucumber, sour",0.33,0.2,2.26,1.06,1208.0,11.0,0,,
Cucumber-raw,0.3,0.1,1.9,0.0,1.0,8.0,0,,
"Cucumber, Raw, Sliced",0.34,0.0,1.9,0.87,1.0,8.0,0,,
English Cucumber - Burpless Cucumber - Seedless Cucumber,1.0,0.0,2.0,1.0,0.0,10.0,0,,
"Cucumber - With peel, raw",0.65,0.11,3.63,1.67,2.0,15.0,0,,
Tomato Cucumber Salad,2.0,3.0,8.0,0.0,731.0,67.0,0,,
1/2 A Cucumber,1.0,0.0,1.0,0.0,1.0,8.0,0,,
Dilled Cucumber Salad,0.5943,2.2349,1.8525,1.2231,84.3796,28.8077,0,,
Korean Cucumber Salad,0.6613,1.4476,3.7662,2.8341,276.154,29.8343,0,,
Cucumber,1.7,0.0,3.6,0.9,2.0,15.0,0,,
Cucumber,0.7,0.5,1.4,1.3,0.0,11.0,0,,
Cucumber Salad,0.6,0.1,21.8,19.8,439.1,87.4,0,,
"Cucumber, Raw (Fin)",0.6,0.1,1.4,0.0,6.0,11.0,0,,
Cucumber,0.6,0.1,3.6,1.7,2.0,16.0,0,,
"English Cucumber, Unpeeled, Raw",0.34,0.06,1.89,0.87,1.0,8.0,0,,
Gurka,0.15,0.0,0.9,0.45,0.25,4.0,0,,
Lebanese,0.4,0.1,1.8,1.8,18.0,12.0,0,,
Creamy Cucumber Dressing,0.0,5.0,1.0,1.0,170.0,50.0,0,,
Raw,0.2,0.0,1.0,0.5,1.0,4.2,0,,
Sandys Cucumber No Peel,0.7,0.1,3.6,1.7,3.0,16.0,0,,
Continental,0.5,0.0,1.0,0.5,0.0,4.0,0,,
Cucumber Mint Sandwiches,2.6988,4.964,13.2608,1.5473,159.257,108.36,0,,
Cucumber,0.3,0.1,1.3,0.0,1.0,7.0,0,,
Cucumber,0.0,0.0,1.0,0.0,0.0,0.0,0,,
Cucumber,1.0,0.0,6.0,0.0,0.0,28.0,0,,
"Cucumber, Tomato & Pepper Salad",0.7391,10.3815,3.5492,2.1227,77.6076,107.618,0,,
Cucumber Raw 100g,0.7,0.1,3.6,0.0,2.0,15.0,0,,
1 Medium Cucumber,0.3,0.1,2.0,0.9,0.0,8.0,0,,
Cucumber,0.0,0.0,2.0,1.0,1.0,8.0,0,,
Cucumber ****,0.0,0.0,1.0,0.0,0.6,4.2,0,,
"Cucumber Peeled, Raw",0.59,0.16,2.16,1.38,2.0,10.0,0,,
"Pickles, cucumber, dill, reduced sodium",0.5,0.3,2.41,1.07,18.0,12.0,0,,
Lime Cucumber 28 Oz,0.0,0.0,21.0,21.0,160.0,80.0,0,,
Salmon and Cucumber Sandwich,18.0,11.5,29.8,2.4,0.0,303.0,0,,
"Pickles, cucumber, dill or kosher dill",0.5,0.3,2.41,1.07,809.0,12.0,0,,
5 Slices of Cucumber,0.2,0.0,1.0,0.5,1.0,4.0,0,,
"Peeled, Chopped",0.78,0.21,2.87,1.84,2.66,16.0,0,,
Juiced Organic Cucumber,1.37,0.23,7.65,3.52,4.0,28.0,0,,
Cucumber,2.0,0.0,11.0,5.0,6.0,27.0,0,,
Cucumber Radish Salad,3.0,1.0,8.0,5.0,102.0,44.0,0,,
Cucumber Dl,0.7,0.0,2.3,1.7,2.0,16.0,0,,
Cucumber and Papaya Salad,0.7056,2.899,10.1712,7.52,254.943,66.989,0,,
Net Carbs,0.7,0.11,3.0,1.7,2.0,15.0,0,,
1/2 Cup Sliced Cucumber,0.3,0.1,1.9,0.9,1.0,8.0,0,,
Raita,12.9,5.0,10.1,6.5,600.0,130.0,0,,
Cucumber,0.8,0.1,1.9,1.7,0.2,12.0,0,,
Cucumber Slice,0.1,0.0,0.3,0.0,0.1,1.0,0,,
"Onions,cucumber",24.0,18.0,74.0,19.0,1120.0,570.0,0,,
English Cucumber,1.0,0.0,2.0,1.0,1.0,6.0,0,,
Pickled Cucumber,0.0,0.0,5.0,3.0,359.0,20.0,0,,
"Peeled, Sliced",0.0,0.0,1.0,0.0,0.0,16.0,0,,
Half Cucumber,0.7,0.1,1.5,1.4,0.0,6.0,0,,
"Cucumber, Cocktail",1.0,0.0,2.0,1.0,0.0,10.0,0,,
Cucumber With Skin- 3 Slices,0.17,0.03,0.94,0.43,1.0,4.0,0,,
Cucumber Salad,1.0,0.0,9.0,0.0,0.0,50.0,0,,
Lebanese Cucumber,0.0,0.0,2.0,2.0,18.0,12.0,0,,
Cucumber Raw,1.0,0.0,1.0,1.0,0.0,8.0,0,,
Cucumber Peeled,1.2,0.45,6.05,2.8,6.0,34.0,0,,
"Cucumber, Med",1.0,0.0,5.0,2.5,6.0,25.0,0,,
Cucumber Sticks,0.05,0.01,0.19,0.12,0.0,1.0,0,,
Cucumber Juice,0.0,0.0,2.0,0.0,6.0,33.9388,0,,
"Hummus, Cucumber, Tomato Sandwich",7.6474,4.5105,32.8939,4.3465,367.023,199.389,0,,
"Persian, Cbm",0.0,0.0,2.0,1.0,0.0,10.0,0,,
Japanese Cucumber,0.74,0.16,3.45,1.81,2.0,16.0,0,,
Cucumber Martini,0.0,0.0,12.0,12.0,0.2,193.0,0,,
Cucumber,0.0,0.0,1.0,1.0,0.0,5.0,0,,
Cucumber Slices,0.0,0.0,1.0,0.0,0.0,0.0,0,,
"Cucumber, Tomato & Onion Salad",1.0,5.0,4.0,2.0,130.0,60.0,0,,
"Small, Raw",1.0,0.0,3.0,2.0,3.0,19.0,0,,
Cucumber and Lemon Water,0.3,0.0,0.8,0.4,0.1,3.1,0,,
Sliced,2.0,0.0,5.0,1.8,2.0,25.0,0,,
Salmon and Cucumber Sandwich,16.0,11.8,40.9,1.4,0.5,341.0,0,,
Cucumber,0.0,0.0,0.0,0.0,0.0,11.0,0,,
Cucumber - Large,2.0,0.3,10.9,5.0,0.0,45.0,0,,
Cucumber Raita,1.2,0.1,1.9,1.57,378.0,12.0,0,,
Cucumber Portion ,0.7,0.1,1.5,1.4,0.0,10.0,0,,
"Cucumber, Raw, Peeled",0.6,0.2,2.2,1.4,2.0,10.0,0,,
Cucumber Raw With Peel*,0.4,0.1,1.0,0.1,1.0,3.0,0,,
Cucumber - Peeled,0.7,0.19,1.7,0.9,2.0,14.0,0,,
Cucumber Yoghurt,4.7,0.0,5.8,0.0,77.6,41.3,0,,
Cucumber,0.0,0.0,1.0,0.0,0.0,0.0,0,,
English Cucumber,3.0,0.0,9.0,0.0,6.0,45.0,0,,
Lettuce with Tomato & Cucumber,1.2,0.3,3.6,5.75,10.0,18.0,0,,
Whole Cucumber,1.0,0.6,1.2,1.2,4.0,16.0,0,,
Cucumber Unpeeled,0.59,0.11,2.16,2.0,2.0,15.0,0,,
Cucumber Portion,0.6,0.0,1.4,1.3,0.0,10.0,0,,
"Portabella Mashroom,Grilled",5.0,1.0,0.0,0.0,0.0,42.0,1,,
Small Mashroom (10gr),0.3,0.0,0.3,0.2,1.0,2.0,1,,
Sautéed Shiitake Mashroom,3.45,0.35,7.68,0.3,5.0,48.0,1,,
Butter Sautee,0.0,0.0,0.0,0.0,0.0,270.0,1,,
Mashroom Soup,0.0,0.0,0.0,0.0,0.0,80.0,1,,
Cream of Mashroom,3.0,2.5,10.0,3.0,1250.0,70.0,1,,
Marinated mashroom,0.0,0.0,0.0,0.0,0.0,6.0,1,,
Mashroom pasta ,6.2,9.7,23.0,0.0,1.16,208.0,1,,
Spanish Mashroom Tomato Omlet,0.0,0.0,0.0,0.0,0.0,1000.0,1,,
